1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.170438653847019506e-02
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.822920039605657461e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.764157811578484281e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,9.684337756822557208e-02
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.310210794917981147e-01
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-7.352108354724016248e-01
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.436954339688253091e-01
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-3.073336496168591059e-01
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.354143981160577104e-01
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.661372499094894262e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.808056003547812485e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,4.696141738025995105e-01
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-5.536169463299952520e-01
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.379837960542170450e-01
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.638564574673087360e-01
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.164575355886201646e-01
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.667685182436316582e-01
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-3.700232930939897358e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-2.209951468188014190e-01
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.526248886970413554e-01
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-2.736027964598432560e-01
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-4.497059552751670464e-01
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-4.938966230840497462e-01
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.224191114875979314e-01
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-5.054808046859219361e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.479752993158182761e-01
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.502254761400632965e-01
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-5.967329285559078711e-01
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.366182586109004393e-01
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.735664290172146740e-01
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-2.856078416400171238e-01
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.187955698887787681e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-4.312913632442390011e-01
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-2.016660447177529014e-01
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-5.395953407772099281e-02
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.216644558834032080e-02
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,4.496611635578492971e-01
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-2.291377895978083667e-01
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-7.987192614220951781e-02
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.745605893493465482e-02
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.855641109980925947e-03
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.238629593981235510e-01
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.594721780225494934e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.183272169131810131e-02
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-4.003834920189081603e-01
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-5.570970525462540790e-01
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.238374837039713849e-01
